aX,aY,aZ,gX,gY,gZ
-0.9950,-0.0923,-0.6677,-15.0757,-39.1846,-9.5825
-1.0238,-0.0359,-0.5929,-27.5879,-23.3765,-11.1694
-1.0339,-0.1014,-0.3226,-38.4521,-8.1177,-3.5400
-1.0228,-0.1145,-0.2026,-26.3062,-5.9814,-5.9204
-1.0109,-0.0673,-0.1215,-15.8081,-7.9346,-6.8970
-1.0061,0.0005,-0.1421,-5.2490,-10.6812,-6.9580
-1.0240,0.1006,-0.3016,6.6528,-7.5073,3.0518
-1.0277,0.0576,-0.3608,3.9673,-3.7231,9.0942
-1.0294,0.0101,-0.4012,2.5024,2.4414,11.4136
-1.0309,-0.0305,-0.3727,-3.8452,9.2163,12.0850
-1.0104,-0.0896,-0.2296,-10.1929,15.2588,8.7280
-1.0087,-0.0972,-0.1326,-7.9346,13.4277,7.9346
-0.9860,-0.1172,-0.0691,-1.9531,8.0566,6.6528
-0.9674,-0.0852,-0.1404,8.7280,-1.8311,0.4883
-0.9768,-0.0267,-0.2139,12.0850,-2.5635,-0.7324
-0.9882,0.0093,-0.2737,8.1787,-2.0752,1.4648
-0.9983,0.0083,-0.3550,5.9204,0.9766,3.6621
-1.0200,-0.0061,-0.3684,-2.6245,13.9771,5.7983
-1.0266,-0.0155,-0.2831,-4.8218,17.0898,8.1787
-1.0212,-0.0337,-0.1692,-5.6152,16.9067,10.6812
-0.9965,-0.0557,-0.0597,-4.9438,12.6343,11.9629
-0.9545,-0.0988,-0.0608,2.5635,-2.3804,6.0425
-0.9624,-0.0646,-0.1571,6.9580,-6.5308,2.9297
-0.9735,-0.0308,-0.2689,10.0708,-6.2256,3.4180
-0.9872,-0.0061,-0.3604,8.3008,-2.3193,4.2725
-1.0071,-0.0007,-0.4003,-0.1831,10.6812,10.0098
-1.0013,-0.0250,-0.3064,-0.6104,16.3574,10.5591
-0.9934,-0.0425,-0.1978,-0.5493,15.9912,10.4370
-0.9758,-0.0768,-0.1248,1.5869,8.0566,5.8594
-0.9703,-0.0874,-0.1445,3.4790,3.9062,2.4414
-0.9690,-0.0795,-0.1989,5.2490,1.8921,-1.0986
-0.9703,-0.0433,-0.2623,5.1880,2.4414,-3.1738
-0.9825,0.0068,-0.3644,2.6855,8.3008,-1.5869
-0.9888,0.0232,-0.4038,3.1128,14.6484,-0.3662
-1.0013,0.0457,-0.4125,-0.1831,21.1792,1.6479
-1.0161,0.0494,-0.3893,-3.3569,26.3672,5.3711
-1.0288,-0.0234,-0.2806,-5.6152,32.8979,10.4980
-1.0151,-0.0582,-0.2389,-4.8828,32.5317,10.1318
-1.0024,-0.0706,-0.2578,-2.9907,31.9824,7.3242
-1.0016,-0.0496,-0.3298,-1.7700,33.2642,3.9062
-1.0171,0.0566,-0.5645,-0.8545,48.1567,3.2349
-1.0261,0.0796,-0.6897,-4.8218,60.6079,7.7515
-1.0245,0.0649,-0.8706,-9.7656,78.1860,9.9487
-1.0775,0.0884,-0.9790,-7.0801,131.8970,13.0005
-1.1478,0.1420,-0.7688,-7.6294,152.1606,20.1416
-1.1859,0.1027,-0.4666,-5.5542,157.8979,35.2783
-1.1246,-0.0336,-0.2401,-1.2817,154.2358,41.5649
-0.9580,-0.1863,-0.2721,-17.4561,133.1177,21.9727
-0.9098,-0.1334,-0.4934,-16.6016,132.6294,8.9722
-0.8727,-0.0209,-0.7303,-12.3901,141.4185,2.1362
-0.8472,0.0670,-0.9318,-11.9629,157.2266,-0.1831
-0.8794,0.1288,-1.1875,-21.8506,199.1577,2.8076
-0.9784,0.0663,-1.1963,-34.3018,222.5342,6.5308
-1.0826,-0.0408,-1.0421,-37.4756,238.6475,12.8174
-1.1091,-0.1663,-0.8097,-26.1230,245.0562,16.6016
-0.9469,-0.1768,-0.2227,18.0664,231.3843,7.6904
-0.7913,-0.1021,-0.2300,15.7471,206.6040,-6.0425
-0.7092,0.1025,-0.4768,0.3662,188.9038,-16.1743
-0.6223,0.3055,-1.1641,-30.7007,187.8052,-1.2207
-0.6289,0.2161,-1.5313,-47.5464,204.5898,9.2773
-0.6912,0.1097,-1.7573,-51.3916,239.7461,13.1226
-0.8165,0.0413,-1.7057,-45.5933,272.2168,15.7471
-0.9535,0.0322,-0.7697,6.1646,299.6216,47.0581
-0.7704,-0.0419,-0.4185,20.5078,275.3296,52.3071
-0.5447,-0.0315,-0.3419,30.5786,251.5259,42.1143
-0.4023,0.1056,-0.4307,30.6396,223.1445,34.9731
-0.1974,0.2196,-1.0138,-2.7466,205.4443,38.1470
-0.1630,0.1140,-1.0994,-13.0615,210.2661,39.7339
-0.1625,-0.0137,-1.1066,-6.2866,214.8437,34.3628
-0.1509,-0.0571,-1.0098,0.3052,217.9565,27.0996
-0.0800,-0.0028,-0.7805,-0.4883,204.5898,16.6016
-0.0455,0.0050,-0.7323,-16.4185,194.2139,11.1084
0.0128,0.0610,-0.6366,-28.0762,183.0444,9.5825
0.1815,0.1926,-0.7502,-26.6724,154.0527,17.3950
0.1990,0.1022,-0.8602,-28.1982,146.7896,22.2778
0.2527,-0.0543,-1.0055,-16.4795,145.0806,18.7988
0.2853,-0.0580,-1.1425,-11.2915,153.1372,6.7749
0.3070,0.0227,-0.8875,-11.4746,167.0532,-7.0801
0.3246,0.1317,-0.7067,-3.2959,157.7759,-8.9722
0.3295,0.1763,-0.5851,4.6997,143.7378,1.8311
0.3926,0.0580,-0.5819,18.5547,127.7466,6.9580
0.4406,0.0780,-0.8817,11.5967,122.6196,-7.1411
0.4657,0.0627,-0.8832,4.9438,126.2817,-7.3242
0.4980,0.0094,-0.9086,-1.1597,128.0518,-11.7798
0.5016,-0.0314,-0.9563,-3.7842,134.8877,-19.1040
0.4862,0.1536,-0.7460,-5.7373,145.2637,-25.3906
0.5320,0.1639,-0.5864,-5.0659,138.9160,-16.2354
0.5900,0.0776,-0.5641,7.5073,130.3711,-15.1978
0.6077,0.1523,-0.6350,11.2305,128.9062,-23.7427
0.6338,0.2030,-0.5635,4.5166,124.7559,-20.3857
0.6689,0.1752,-0.5487,-4.0894,120.9106,-19.4092
0.6809,0.1167,-0.6196,-9.5215,118.5913,-21.5454
0.6729,0.0963,-0.7230,-8.7891,126.5259,-26.4893
0.6896,0.1136,-0.6752,-9.2163,129.3945,-26.1230
0.7056,0.1748,-0.5780,-8.3008,130.0049,-24.1699
0.7301,0.2089,-0.5226,5.1880,123.4741,-15.2588
0.7783,0.1954,-0.4790,22.9492,117.9199,-9.8267
0.7910,0.1648,-0.5024,27.8320,115.5396,-10.1929
0.7933,0.1409,-0.5082,16.8457,115.1123,-12.2681
0.7997,0.1543,-0.4381,-7.0801,112.9761,-14.3433
0.8499,0.1838,-0.2490,-13.8550,99.6704,-14.1602
0.8386,0.2191,-0.2794,-9.5825,93.0176,-15.0146
0.8202,0.2222,-0.3665,-7.0801,88.7451,-9.7046
0.8145,0.1248,-0.4814,5.6152,97.4121,-9.9487
0.8097,0.1461,-0.3746,-0.4883,99.9756,-9.8877
0.8337,0.1213,-0.2578,-4.4556,96.4966,-9.7046
0.8616,0.1501,-0.1674,-7.6904,93.9331,-16.9067
0.8782,0.2120,-0.1353,-14.2212,81.2988,-17.9443
0.8806,0.1941,-0.1475,-15.2588,78.1860,-18.6768
0.8798,0.2446,-0.1036,-13.9771,70.9229,-15.5640
0.8904,0.2573,-0.0697,-15.6250,62.0728,-9.4604
0.8934,0.2860,-0.1396,0.2441,53.6499,-6.2256
0.8920,0.2799,-0.1101,0.3662,53.1006,-2.6245
0.9010,0.2463,-0.0771,4.5166,49.8047,-0.0610
0.9095,0.2151,-0.0509,8.2397,46.1426,1.7700
0.9170,0.1609,-0.0673,10.3149,33.8745,2.6855
0.9261,0.1565,-0.0435,8.9722,29.1748,0.6104
0.9447,0.1814,0.0216,3.6621,22.0337,-0.7324
0.9509,0.2224,0.0211,-7.5684,4.0283,-0.1831
0.9475,0.2458,-0.0265,-6.3477,-0.1221,0.1221
0.9445,0.2472,-0.0612,-4.3335,-3.4180,2.3804
0.9448,0.2217,-0.1251,0.0000,-5.8594,3.9062
0.9590,0.1561,-0.2362,6.7749,-3.2349,3.5400
0.9689,0.1659,-0.2258,5.0659,-1.3428,2.1973
0.9777,0.1764,-0.1538,5.8594,-1.4648,2.7466
0.9821,0.1829,-0.0762,5.9814,-6.1035,2.5024
0.9635,0.2131,-0.1113,-5.9204,-14.8926,1.8311
0.9608,0.2162,-0.1486,-6.6528,-16.9067,3.7842
0.9554,0.2102,-0.1732,-6.2256,-16.5405,3.5400
0.9486,0.2098,-0.1774,-4.3335,-17.3950,4.9438
0.9553,0.1736,-0.2815,-0.0610,-12.2070,1.3428
0.9580,0.1837,-0.2545,4.6387,-8.3008,-0.3052
0.9541,0.2062,-0.1981,6.0425,-7.8125,0.5493
0.9498,0.2181,-0.0995,0.9766,-15.0146,3.2349
0.9420,0.2457,-0.0817,3.2959,-20.1416,6.6528
0.9402,0.2615,-0.0637,3.8452,-25.2686,10.3149
0.9342,0.2253,-0.1190,-0.1221,-30.4565,12.0850
0.9272,0.1110,-0.3307,4.1504,-25.6348,8.3008
0.9305,0.1173,-0.2838,2.9907,-21.9116,6.0425
0.9371,0.1326,-0.1965,0.6714,-23.0713,3.0518
0.9347,0.1766,-0.1292,3.6621,-26.2451,1.0986
0.9187,0.2629,-0.0013,9.6436,-40.5273,5.6763
0.9044,0.3153,0.0886,11.0474,-52.1240,11.3525
0.8926,0.3292,0.1398,11.2305,-66.9556,16.9067
0.8678,0.2925,0.0699,14.8926,-81.4819,21.4844
0.8231,0.0059,-0.5151,31.0059,-85.3882,26.2451
0.8395,-0.0468,-0.6045,24.5972,-70.6177,21.0571
0.8669,-0.0378,-0.4791,15.0757,-62.5610,16.5405
0.9232,-0.0499,-0.0848,13.4888,-71.3501,3.5400
0.8990,0.0374,0.0940,18.2495,-88.0737,-3.3569
0.8525,0.2556,0.2318,28.0762,-112.9761,1.4038
0.8134,0.4451,0.2529,33.2031,-142.3950,14.8315
0.7251,0.3998,-0.0457,16.6626,-179.3823,32.5928
0.6310,0.2205,-0.5474,7.4463,-181.8848,30.5786
0.5907,0.0676,-1.0472,5.1270,-163.3301,30.0903
0.6342,-0.0214,-1.2314,4.0283,-130.6152,31.6772
0.7437,-0.0417,-0.7126,11.4746,-95.5200,27.5879
0.7614,0.0198,-0.3273,20.5688,-109.7412,31.7993
0.7454,-0.0251,-0.0790,25.7568,-138.1836,32.5317
0.7216,-0.0975,0.1068,32.6538,-170.8984,23.1934
0.5358,0.2570,0.1650,61.1572,-242.4316,15.0757
0.4050,0.4546,-0.1183,39.2456,-276.6724,21.6675
0.2937,0.3738,-0.7601,21.0571,-284.7900,27.2827
0.2566,-0.0679,-1.6630,22.8271,-212.0361,35.9497
0.2738,-0.1898,-1.5831,36.0107,-175.3540,41.7480
0.2938,-0.2300,-1.3826,37.5366,-152.0996,40.8936
0.3051,-0.2006,-1.0729,33.8745,-142.2729,36.4380
0.3127,-0.2292,-0.5348,36.4380,-173.2178,33.0200
0.2843,-0.1537,-0.4852,49.6216,-191.8945,17.3950
0.1879,0.1483,-0.4860,55.7251,-212.0972,11.5356
0.0920,0.3173,-0.6052,48.0347,-229.2480,26.6724
0.0006,-0.0907,-0.9801,40.1611,-230.5298,42.2363
-0.0306,-0.3182,-1.1132,52.0020,-221.7407,41.2598
-0.0564,-0.4641,-1.3414,66.2842,-209.8999,39.4287
-0.0726,-0.3737,-1.4901,39.0015,-162.1704,19.2261
-0.1033,-0.2906,-1.3622,23.3765,-146.9116,19.2261
-0.1208,-0.3219,-1.2047,13.6108,-136.2305,16.6626
-0.1313,-0.3091,-0.9812,7.8735,-130.1880,7.5073
-0.1871,-0.0386,-0.6039,3.1738,-153.0762,2.1362
-0.2067,-0.0399,-0.4741,4.5776,-170.2271,8.4839
-0.2434,-0.0708,-0.4666,11.8408,-194.1528,5.9814
-0.2852,-0.0833,-0.7142,13.6719,-212.5244,4.1504
-0.4059,-0.2328,-1.4231,-19.4092,-202.8198,-3.1738
-0.4396,-0.2776,-1.6091,-39.6729,-178.1006,-8.8501
-0.4658,-0.3070,-1.5352,-50.1099,-150.1465,-13.4277
-0.5076,-0.3411,-1.3206,-43.5181,-130.6152,-18.4326
-0.5968,0.0736,-0.9250,-4.0894,-124.5728,-19.5923
-0.6104,0.2299,-0.7976,-1.2817,-130.4932,-4.2725
-0.5966,0.1801,-0.6857,-12.6343,-142.2729,8.3008
-0.5800,0.0874,-0.8004,-16.3574,-161.9263,15.9912
-0.5958,-0.0120,-0.9849,-26.6113,-163.6353,16.9678
-0.6387,-0.0957,-1.2250,-39.0625,-157.2876,15.2588
-0.6763,-0.1542,-1.4124,-46.5698,-138.4888,18.0054
-0.7289,-0.2628,-1.3112,-31.1279,-88.6841,13.6108
-0.7695,-0.2449,-0.9707,-16.0522,-78.7354,8.9722
-0.7960,-0.1537,-0.6542,-7.9956,-88.6230,9.5825
-0.7825,-0.0182,-0.4740,-2.5024,-102.4780,14.9536
-0.7306,0.1224,-0.4169,9.3994,-131.0425,23.3765
-0.7339,0.0803,-0.4807,7.2632,-139.2212,20.1416
-0.7588,0.0508,-0.5856,6.5918,-147.8882,19.2871
-0.7878,-0.0219,-0.7235,6.8359,-148.7427,18.1274
-0.8473,-0.0942,-1.0470,7.8125,-134.0942,14.2822
-0.8760,-0.0822,-1.1963,-0.2441,-116.6992,13.8550
-0.8993,-0.0474,-1.1481,-0.1831,-93.5059,17.3950
-0.8995,-0.1255,-0.6195,-0.0610,-78.6743,22.7051
-0.8970,-0.0807,-0.4386,6.5918,-85.8765,20.8130
-0.8807,-0.0212,-0.3643,17.1509,-93.3838,23.3765
-0.8586,0.0006,-0.3174,20.0806,-99.3042,21.6064
-0.8594,0.0317,-0.3370,15.4419,-111.7554,13.9771
-0.8590,-0.0073,-0.4390,15.1367,-115.8447,11.2305
-0.8627,-0.0735,-0.5707,15.5640,-112.5488,7.0190
-0.8806,-0.1215,-0.6719,16.8457,-105.1636,1.8921
-0.9059,-0.0737,-0.7307,9.9487,-85.5103,-3.6621
-0.9175,-0.0709,-0.7029,8.5449,-74.3408,-5.4932
-0.9252,-0.0720,-0.6218,5.8594,-65.0635,-6.9580
-0.9216,-0.0664,-0.4666,2.1362,-55.2979,-10.0098
-0.9187,-0.0668,-0.4036,2.6245,-53.0396,-9.8877
-0.9180,-0.0687,-0.3734,2.7466,-51.3916,-11.6577
-0.9292,-0.0310,-0.3652,-0.1831,-49.8657,-13.4888
-0.9468,-0.0051,-0.4203,-8.9722,-48.7061,-9.7046
-0.9657,0.0021,-0.4658,-10.8643,-44.0063,-3.0518
-0.9441,-0.0616,-0.5435,-15.5640,-42.9688,0.1221
-1.0083,-0.0406,-0.3953,-18.2495,-27.1606,-2.0752
-0.9841,-0.0862,-0.3107,-23.4985,-27.6489,-0.8545
-0.9709,-0.1002,-0.2861,-26.7944,-27.2827,-5.7373
-0.9821,-0.0421,-0.2992,-18.1274,-27.7100,-7.8735
-0.9921,0.0178,-0.3909,-2.0752,-23.1323,-3.6011
-1.0090,0.0402,-0.4674,0.3052,-19.1650,-1.3428
-1.0178,0.0426,-0.5305,3.7842,-11.9019,2.7466
-1.0065,0.0049,-0.4329,-0.1831,3.2959,8.6060
-1.0029,-0.0337,-0.3580,-3.9673,4.0894,8.9722
-0.9973,-0.0588,-0.3196,-7.5684,5.1270,7.7515
-0.9902,-0.0928,-0.2858,-12.3291,4.1504,5.9814
-0.9910,-0.0653,-0.2582,-9.5215,1.5259,2.2583
-0.9800,-0.0619,-0.2549,-3.9673,0.0000,2.2583
-0.9728,-0.0531,-0.2686,-2.3193,-0.4883,-0.2441
-0.9731,-0.0337,-0.3118,-1.6479,-1.8921,-0.7935
-0.9750,0.0151,-0.4222,-0.4883,4.8218,0.7935
-0.9828,0.0299,-0.4080,-4.1504,8.7891,3.4790
-0.9867,0.0143,-0.3572,-9.8877,10.8643,6.2866
-0.9778,-0.0172,-0.3142,-11.9019,11.0474,7.4463
-0.9681,-0.0509,-0.2061,-6.2256,7.3242,8.1787
-0.9510,-0.0665,-0.1993,-4.9438,3.0518,5.7373
-0.9493,-0.0402,-0.2368,-0.8545,-0.3662,3.9062
-0.9418,-0.0488,-0.3005,0.2441,-1.4038,2.0142
-0.9420,-0.0549,-0.3486,-2.1362,-1.0986,-0.0610
-0.9489,-0.0436,-0.4011,-1.9531,2.6855,-0.7324
-0.9532,-0.0323,-0.4053,-2.3804,7.1411,-1.0986
-0.9594,0.0411,-0.3828,-4.5776,12.8784,1.4038
-0.9595,0.0369,-0.3274,-5.2490,15.1367,4.9438
-0.9559,-0.0002,-0.2466,-5.3101,13.1836,5.8594
-0.9510,-0.0508,-0.2174,-5.4321,8.9722,5.6152
-0.9506,-0.1116,-0.3575,-1.8311,7.9346,-3.4180
-0.9562,-0.0708,-0.4677,-2.9907,12.9395,-7.1411
-0.9644,0.0004,-0.5826,-5.9814,22.3999,-8.9722
-0.9747,0.0593,-0.6796,-11.8408,34.7290,-7.1411
-0.9961,0.0546,-0.8116,-18.7988,66.5894,-2.3193
-1.0214,0.0515,-0.7742,-13.8550,84.2285,1.4648
-1.0431,0.0273,-0.6261,-7.0801,95.7642,7.3853
-1.0165,-0.0560,-0.2878,-7.3242,98.5107,9.8267
-0.9779,-0.0891,-0.2954,-17.1509,92.8345,4.8828
-0.9553,-0.0858,-0.4459,-21.3623,90.2710,-2.6245
-0.9332,-0.0570,-0.6670,-22.0337,97.2290,-7.8735
-0.8849,-0.0681,-0.9923,-27.2217,137.2681,-18.2495
-0.8696,-0.0720,-1.0654,-32.3486,160.6445,-26.1230
-0.8842,-0.0486,-1.0916,-29.2969,183.8379,-31.1890
-0.9202,-0.0145,-1.0483,-28.7476,205.9937,-30.7617
-1.0427,0.0536,-0.7365,-38.3301,226.2573,-14.5874
-1.0049,-0.0420,-0.5203,-35.5835,220.9473,-4.4556
-0.9320,-0.0691,-0.3890,-32.8979,209.0454,-8.9722
-0.7980,-0.1433,-0.3549,-34.5459,189.2700,-11.9629
-0.7462,-0.0198,-0.4696,-39.0625,178.0396,-20.9351
-0.6895,0.0731,-0.6812,-44.7998,170.5933,-16.6016
-0.6443,0.0793,-0.9612,-48.6450,174.0112,-18.4326
-0.6677,0.1672,-1.3336,-61.3403,212.7075,-8.2397
-0.7085,0.1530,-1.3285,-57.8613,229.0649,2.7466
-0.7534,0.1157,-1.1893,-42.9688,237.9761,15.9302
-0.7980,0.0554,-0.9304,-23.1323,234.7412,28.9917
-0.6539,-0.0322,-0.5128,-5.8594,201.1719,46.3867
-0.5067,-0.0444,-0.4624,1.3428,179.1992,44.5557
-0.3912,0.0454,-0.5333,4.6387,154.7852,32.4097
-0.2627,0.2145,-1.0288,-13.4888,132.4463,29.8462
-0.2357,0.2085,-1.1698,-16.9678,139.0381,30.8838
-0.2244,0.1409,-1.2733,-13.6719,147.2778,32.9590
-0.2330,0.0547,-1.3610,-6.7139,160.8887,31.9214
-0.2595,0.0123,-0.9982,9.0942,171.0205,30.5786
-0.2157,0.0154,-0.8618,12.5732,163.1470,28.8086
-0.1610,0.0935,-0.7456,8.6060,151.5503,27.6489
-0.0868,0.1757,-0.6802,5.8594,133.3618,32.5928
0.0568,0.0573,-0.8745,-0.7324,102.2949,32.3486
0.0912,-0.0220,-1.1061,-8.3618,102.7832,24.4141
0.0940,-0.0298,-1.2819,-11.4746,114.1357,16.3574
0.0879,-0.0276,-1.3898,-10.8032,128.6621,12.0850
0.0569,0.0023,-1.1978,1.7090,160.9497,4.0894
0.0538,0.0746,-0.8745,6.8970,157.5928,2.3193
0.1030,0.1259,-0.7289,7.3242,143.6768,14.1602
0.2124,0.1353,-0.7573,4.1504,123.4131,21.2402
0.2649,0.0283,-0.8636,-0.9766,118.7134,21.9116
0.3020,-0.0089,-0.8857,-5.1880,121.2769,14.2822
0.3308,-0.0065,-0.8750,-9.3994,119.0796,9.5215
0.3690,-0.0781,-1.0192,-1.7700,125.4272,-6.5308
0.3695,-0.0378,-1.0260,9.2163,133.0566,-15.1367
0.3727,0.0375,-0.9203,11.7798,138.6108,-16.8457
0.3875,0.0996,-0.7985,10.6201,136.2915,-16.7847
0.4274,0.1362,-0.7668,-1.2207,123.4741,-9.8877
0.4626,0.0752,-0.7758,-0.7324,119.4458,-7.0801
0.4872,0.0367,-0.8418,-5.6152,117.3096,-9.7656
0.4956,0.0520,-0.9053,-8.2397,120.3613,-13.1226
0.5474,0.0568,-0.9083,-24.1089,129.0894,-18.6768
0.5463,0.1322,-0.8491,-21.2402,134.5215,-18.6768
0.5559,0.1333,-0.7891,-16.6016,134.5215,-10.9253
0.6202,0.0725,-0.7073,-7.7515,133.2397,-9.7656
0.6327,0.1244,-0.6641,0.1831,130.4932,-9.5215
0.6552,0.1578,-0.6180,1.9531,126.4648,-5.6763
0.6738,0.1647,-0.5721,4.2114,123.2910,-3.2349
0.6959,0.0881,-0.5166,-16.7236,114.2578,0.6104
0.7166,0.0549,-0.5066,-10.4980,111.6943,-1.5869
0.7422,0.0978,-0.4530,-5.9204,107.4219,-1.5869
0.7531,0.0986,-0.4788,-7.6904,101.5625,-0.8545
0.7694,-0.0159,-0.5586,-7.0801,104.4922,-8.7891
0.7764,-0.0453,-0.5681,-1.8311,106.3843,-16.4185
0.7877,-0.0315,-0.5466,-0.1831,112.7319,-25.0854
0.7902,0.0527,-0.4154,-11.9019,115.1123,-32.4097
0.8307,0.1738,-0.2627,-23.8647,99.3652,-26.5503
0.8363,0.1908,-0.2512,-19.1040,94.7266,-24.5972
0.8239,0.2349,-0.2559,-17.5171,87.2192,-18.2495
0.8435,0.2278,-0.2300,-3.6621,80.2002,-11.3525
0.8490,0.2211,-0.2029,2.1973,72.8149,-7.3242
0.8549,0.1576,-0.2736,3.3569,68.4814,-9.5825
0.8566,0.1359,-0.3136,0.7935,69.8853,-14.7095
0.8635,0.1893,-0.2892,-1.7700,69.6411,-16.2354
0.8751,0.2351,-0.2371,3.4790,68.9087,-13.4888
0.8879,0.2520,-0.1681,8.4839,65.9790,-10.1929
0.8918,0.2412,-0.1550,15.6250,59.3262,-8.4839
0.8833,0.2369,-0.1785,12.0239,52.8564,-1.7700
0.9019,0.2124,-0.1125,-3.6621,46.5088,-1.0376
0.9160,0.1873,-0.0468,-17.1509,38.3911,-0.9766
0.9237,0.1655,-0.0031,-23.0103,29.2969,-1.2207
0.9221,0.1724,-0.1447,-11.1084,15.8081,-2.6245
0.9343,0.1868,-0.1686,-6.0425,15.6250,-0.9766
0.9518,0.1912,-0.1516,-3.6011,14.5264,-1.7090
0.9486,0.2057,-0.3480,6.6528,17.4561,-5.1270
0.9590,0.2158,-0.3580,8.3008,24.7803,-6.1035
0.9661,0.2444,-0.2816,8.4229,29.2969,-5.6152
0.9602,0.2644,-0.2186,13.3057,27.1606,-2.0752
0.9553,0.2587,-0.1204,15.9912,21.4844,7.6294
0.9684,0.2144,-0.0621,5.3101,13.9771,9.4604
0.9717,0.1820,-0.0900,-8.4839,7.2632,6.2866
0.9631,0.1611,-0.1444,-9.3994,3.5400,6.1035
0.9578,0.1793,-0.2494,-8.9111,3.7842,0.6104
0.9482,0.1929,-0.2770,-3.5400,8.7891,0.8545
0.9518,0.1843,-0.2095,2.3193,10.9253,1.2817
0.9563,0.1996,-0.1385,6.7139,8.4839,1.7090
0.9506,0.2389,-0.0289,10.9253,-1.4038,4.5776
0.9480,0.2430,-0.0397,10.0708,-7.8735,6.2256
0.9423,0.1884,-0.1311,5.3101,-11.7798,7.6294
0.9429,0.1107,-0.2623,-6.7139,-6.5308,1.4648
0.9502,0.1157,-0.2134,-10.4370,-4.0894,-1.5259
0.9536,0.1436,-0.1198,-10.2539,-5.7983,-3.1128
0.9531,0.1714,-0.0709,-8.3618,-11.7798,-2.9297
0.9418,0.2100,-0.0668,0.9766,-20.7520,-0.1221
0.9344,0.2206,-0.0496,1.0986,-26.0010,2.0142
0.9199,0.1957,-0.1134,-0.4272,-31.8604,3.7842
0.9059,0.1719,-0.1873,2.1362,-31.4941,3.2959
0.9053,0.1425,-0.1104,-1.8311,-35.9497,3.1128
0.8995,0.1605,-0.0682,0.6714,-41.9312,3.1128
0.8893,0.2162,0.0518,5.7983,-50.0488,6.5918
0.8820,0.2596,0.2448,11.4746,-67.9321,14.8926
0.8668,0.2440,0.5508,27.0386,-129.7607,27.9541
0.8029,0.2643,0.4712,12.8784,-160.7056,23.0103
0.7069,0.3328,0.2939,-0.6714,-186.8896,21.9116
0.5916,0.2744,-0.2336,-6.9580,-211.4868,32.9590
0.5590,0.2727,-0.3416,7.9956,-212.2192,39.9780
0.5396,0.2808,-0.2773,21.5454,-216.2476,51.8799
0.5154,0.2512,-0.0955,46.5088,-231.9336,69.1528
0.4946,0.0198,-0.0898,58.1055,-281.9824,79.5288
0.4275,-0.0984,-0.1205,52.0020,-297.3633,68.9697
0.3505,-0.2229,-0.1538,63.7207,-319.0918,55.9082
0.2604,-0.2390,-0.2892,70.3735,-335.1440,33.2642
0.0543,0.1342,-0.9589,12.2070,-328.1250,3.8452
-0.0182,0.2260,-1.4009,-19.1040,-311.6455,10.8643
-0.0322,0.0394,-1.9532,-29.9683,-279.2358,29.1748
0.0286,-0.2079,-2.1702,-21.4233,-223.7549,38.6963
0.1387,-0.2916,-1.2206,19.7754,-167.6636,34.4849
0.1600,-0.1909,-0.7952,45.2881,-183.8989,34.9121
0.1698,-0.1423,-0.5641,57.9224,-203.7354,32.1655
0.0773,-0.0996,-0.4673,45.0439,-250.0610,2.2583
-0.0121,0.1621,-0.8556,13.3057,-261.6577,-14.9536
-0.1381,0.3990,-1.3269,-14.6484,-251.5869,-4.2725
-0.2157,0.2584,-1.6563,-32.4707,-228.7598,21.1792
-0.1761,-0.3365,-1.9440,-19.2871,-153.0762,33.6914
-0.1660,-0.4055,-1.6569,-11.9019,-121.5210,21.4844
-0.1841,-0.3428,-1.2544,-5.5542,-111.9995,10.6201
-0.2225,-0.2472,-0.8844,-1.0376,-120.1782,4.2725
-0.2052,-0.1630,-0.5199,8.1177,-159.1797,-8.7891
-0.2327,0.0103,-0.4067,-0.6714,-181.7017,-23.9258
-0.2819,0.2664,-0.4517,-1.6479,-208.1299,-24.4751
-0.4419,0.3916,-1.1862,-12.2070,-219.7876,-7.2021
-0.5212,0.1592,-1.4849,-21.4844,-202.4536,10.0708
-0.5349,-0.1064,-1.6644,-28.0762,-175.9033,13.0005
-0.5465,-0.1956,-1.6720,-28.5034,-143.4326,5.7373
-0.6001,-0.1965,-1.0940,-14.1602,-108.4595,-5.8594
-0.6235,-0.2046,-0.7551,0.1221,-115.2344,-13.5498
-0.5985,-0.2180,-0.5326,12.3291,-130.6152,-22.0337
-0.5616,-0.1094,-0.4132,18.0664,-144.1040,-35.8887
-0.6095,0.3778,-0.5800,34.1187,-178.2837,-33.9966
-0.6760,0.4275,-0.7732,27.4658,-178.2837,-16.9067
-0.7468,0.2594,-0.8274,10.9863,-177.6733,1.0376
-0.7825,0.0143,-0.8704,5.1880,-179.8096,12.8784
-0.8120,-0.2733,-1.2583,12.2681,-162.0483,12.0850
-0.8446,-0.2479,-1.3760,16.3574,-133.9111,5.4321
-0.8690,-0.1907,-1.2538,26.1230,-105.7739,5.1880
-0.8783,-0.0891,-0.6776,37.5366,-89.4775,5.3101
-0.8379,-0.0421,-0.5054,30.0903,-95.7642,5.7373
-0.8190,0.0132,-0.4227,21.4233,-105.0415,3.6011
-0.7885,0.0582,-0.4318,15.5029,-112.3657,3.2959
-0.7944,0.0411,-0.5735,5.9204,-118.1030,1.7700
-0.8087,-0.0057,-0.6760,4.8218,-116.6992,3.8452
-0.8376,-0.0486,-0.8208,3.0518,-111.5112,6.6528
